project_id,project_ref,gsp,licence_area,technology,mw_installed,mw_export,phase,queue_position,queue_pct,gsp_total_mw,gsp_project_count,firm_date,firm_date,acceptance_date,protections,gsp_fault_constrained,spv_name,spv_postcode,spv_lat,spv_lon,spv_address,spv_county,ecr_flexible,ecr_target_energisation,ecr_mpan,ecr_match_score,ecr_match_type,location_source,ch_company_number,ch_status,ch_incorporated,ch_last_filing,ch_has_charges,ch_charge_count,ch_match_name,ch_match_score,ch_dormant,repd_ref,repd_planning_status,repd_lpa,repd_operator,repd_county,repd_region,repd_postcode,repd_date_refused,repd_date_granted,repd_date_operational,repd_date_construction,repd_match_score,tier,tier_reasons,acq_signal,acq_rationale,last_updated,NESO Countersign Date,Customer Acceptance Date,Obtain Min Info Date,gate_outcome
264,G2-0264,Cellarhead 132kV,West Midlands,Solar,40.8,40.8,1.0,371,0.35714285714285715,,,31/10/2028,,18/03/2022,,TRUE, scottishpower renewables (uk) ltd,ST20 0RQ,52.86293,-2.37663,Adbaston,Staffordshire,data not available,2030-01-01 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,NI028425,active,1994-04-28,2026-03-09,True,4,SCOTTISHPOWER RENEWABLES (UK) LIMITED,94.3,False,"repd_ref     NaN
repd_ref    4875
repd_ref     NaN
Name: 3982, dtype: object",Appeal Refused,Malvern Hills,Kronos Solar,Hereford and Worcester,West Midlands,WR6 6YE,2015-08-12 00:00:00,,,,100.0,RED,planning:refused(2015-08-12)|spv:active|charges:4registered|queue_pct:36%,HIGH,Planning refused but SPV still active and queue position is front-half at Cellarhead 132kV. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,23/03/2022,17/08/2021,12/05/2021,Gate 2
265,G2-0265,DRAKELOW 132kV,East Midlands,Dispatchable,21.5,20,1.0,373,0.6153846153846154,,,30/10/2029,30/07/2027,01/02/2023,Protection Clause 2a: Projects which are significantly progressed (CMP435),,,,52.77571,-1.57406,,,,,,0.0,none,gsp,,,,,,,,,,,,,,,,,,,,,0.0,GREY,no_ecr_match|no_repd_match|no_ch_record,LOW,"No public trace and back-of-queue at DRAKELOW 132kV. Likely speculative placeholder. Monitor CMP470 outcomes — if it survives the commitment fee round, re-score.",2026-05-07T19:15:52,06/02/2023,14/10/2021,13/05/2021,Gate 2
266,G2-0266,COVENTRY 132kV S STN,East Midlands,BESS,49.5,49.5,1.0,374,0.4117647058823529,,,24/01/2027,,01/12/2021,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,,Balance energy 6 limited,LE10 3DP,52.5236,-1.40291,Hyde'S Lane,data not available,data not available,2027-03-16 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12842983,active,2020-08-28,2025-08-27,True,1,BALANCE ENERGY 6 LTD,90.9,False,"repd_ref     NaN
repd_ref    6920
repd_ref     NaN
Name: 5325, dtype: object",Operational,Bassetlaw,EDF Energy Renewables,Nottinghamshire,East Midlands,DN22 9BL,,,2018-06-25 00:00:00,2018-01-25 00:00:00,100.0,GREEN,planning:operational(2018-06-25)|spv:active|charges:1registered|queue_pct:41%,LOW,GREEN with registered charges at COVENTRY 132kV S STN — project is at or near FID. Real competition for grid capacity. A voluntary exit would price near full value; not a distressed opportunity. Track as a competitor.,2026-05-07T19:15:52,06/12/2021,02/09/2021,14/05/2021,Gate 2
267,G2-0267,SHREWSBURY 132kV S STN,West Midlands,BESS,11.2,11.2,1.0,374,1.0,,,30/04/2026,,08/11/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),TRUE, minsterley battery storage limited,SY5 0BD,52.64067,-2.92283,data not available,data not available,data not available,2026-10-13 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,14891366,active,2023-05-24,2025-05-23,False,0,MINSTERLEY BATTERY STORAGE LIMITED,100.0,False,"repd_ref     NaN
repd_ref    7984
repd_ref     NaN
Name: 6044, dtype: object",Planning Permission Expired,Dudley,Volta Energy Storage,West Midlands,West Midlands,B62 8DL,,,,,100.0,AMBER,planning:Planning Permission Expired|spv:active,LOW,"AMBER, pre-FID, back-of-queue at SHREWSBURY 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,13/11/2021,16/08/2021,14/05/2021,Gate 2
268,G2-0268,Pyle Grid,South Wales,BESS,17.5,17.5,1.0,377,0.5,,,31/03/2028,30/06/2027,28/12/2020,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Bridgend power limited,CF31 1NN,51.51952,-3.57437,Coity Road,data not available,data not available,2027-02-24 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13938794,active,2022-02-24,2026-02-23,False,0,BRIDGEND POWER LIMITED,100.0,False,"repd_ref     NaN
repd_ref    6929
repd_ref     NaN
Name: 5330, dtype: object",Operational,Newport,Field Energy,Gwent,Wales,NP19 4PW,,,2026-01-14 00:00:00,,100.0,GREEN,planning:operational(2026-01-14)|spv:active|queue_pct:50%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 18 MW at Pyle Grid.",2026-05-07T19:15:52,24/01/2021,26/10/2021,18/05/2021,Gate 2
269,G2-0269,Cellarhead 132kV,West Midlands,BESS,99.9,99.9,1.0,378,0.42857142857142855,,,31/10/2028,,18/03/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE, newfields bess limited,ST9 0BS,53.04334,-2.07632,Rownall Road,data not available,data not available,2027-01-01 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13851785,active,2022-01-17,2026-01-16,False,0,NEWFIELDS BESS LTD,90.0,False,"repd_ref      NaN
repd_ref    10233
repd_ref      NaN
Name: 7103, dtype: object",Revised,Staffordshire Moorlands,REPD Limited,Staffordshire,West Midlands,ST9 9LA,,,,,100.0,AMBER,spv:active|queue_pct:43%,MEDIUM,"Consented or progressing, active SPV, good queue position at Cellarhead 132kV, but no registered charges — pre-FID. Developer may be seeking capital or a co-development partner. Path B (co-location partnership) is the natural fit: nuclear provides capital and offtake anchor, developer provides planning and connection. 100 MW.",2026-05-07T19:15:52,23/03/2022,31/08/2021,19/05/2021,Gate 2
270,G2-0270,RATCLIFFE ON SOAR 132kV S STN,East Midlands,Solar,40.0,40,1.0,379,0.5,,,30/10/2028,,01/05/2022,,,Renewable connections,LE14 3PP,52.7764,-1.03,Old Hall Farm,Leicestershire,data not available,2028-11-03 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,OC428894,dissolved,2019-09-13,2021-03-16,False,0,RENEWABLE CONNECTIONS LLP,91.3,True,"repd_ref    AA692
repd_ref     1585
repd_ref      NaN
Name: 1274, dtype: object",Operational,Charnwood,Foresight Solar Fund,Leicestershire,East Midlands,LE12 5SN,,,2013-03-28 00:00:00,2013-02-01 00:00:00,100.0,RED,planning:operational(2013-03-28)|spv:dissolved|spv:dormant>18mo|queue_pct:50%,HIGH,"SPV dissolved but queue position is front-half at RATCLIFFE ON SOAR 132kV S STN. Connection agreement may still be live — check with NGED directly. If novatable, this is low-cost grid access. Verify land rights independently.",2026-05-07T19:15:52,06/05/2022,13/09/2021,24/05/2021,Gate 2
271,G2-0271,PORT HAM 132kV S STN,West Midlands,Solar,25.0,25,1.0,380,0.5185185185185185,,,31/10/2026,,28/03/2022,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,51.44666,-2.60586,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref    C3062
repd_ref     2175
repd_ref      NaN
Name: 1759, dtype: object",Operational,Wychavon,INRG (Solar Park) 14,Hereford and Worcester,West Midlands,,2014-09-15 00:00:00,,2016-03-23 00:00:00,2016-01-15 00:00:00,100.0,RED,planning:refused(2014-09-15)|planning:operational(2016-03-23)|no_ecr_match|no_ch_record,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,02/04/2022,29/07/2024,25/05/2021,Gate 2
272,G2-0272,COVENTRY 132kV S STN,East Midlands,Solar,23.0,16,1.0,381,0.47058823529411764,,,01/04/2026,,01/10/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, eeb43 ltd,LE10 3AQ,52.52764,-1.32157,Land At Burbage And Aston Flamville,Leicestershire,data not available,2027-05-25 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12168651,active,2019-08-21,2025-08-20,True,1,EEB43 LIMITED,81.8,False,"repd_ref    C3314
repd_ref     2209
repd_ref      NaN
Name: 1792, dtype: object",Abandoned,North Kesteven,Estover Energy,Lincolnshire,East Midlands,,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered|queue_pct:47%,HIGH,Planning refused but SPV still active and queue position is front-half at COVENTRY 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/10/2021,03/08/2021,26/05/2021,Gate 2
273,G2-0273,CHESTERFIELD 132kV S STN,East Midlands,BESS,100.8,99.9,1.0,382,0.8571428571428571,,,31/10/2026,,01/04/2022,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, adv 005 limited,S44 5XQ,53.22287,-1.37814,Calow Green,data not available,data not available,2027-02-22 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12317705,active,2019-11-15,2025-11-14,False,0,ADV 005 LIMITED,100.0,False,"repd_ref     NaN
repd_ref    9507
repd_ref     NaN
Name: 6739, dtype: object",Revised,South Derbyshire,Infrared Capital Partners Limited,Derbyshire,East Midlands,DE15 9TU,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at CHESTERFIELD 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/04/2022,08/11/2021,27/05/2021,Gate 2
274,G2-0274,COVENTRY 132kV S STN,East Midlands,Solar,44.3,40.6,1.0,382,0.5294117647058824,,,30/10/2028,,01/11/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Voltalia uk ltd,CV23 8UW,52.32778,-1.15844,Kilsby,data not available,data not available,2027-02-16 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,07489990,active,2011-01-12,2026-01-12,True,1,VOLTALIA UK LTD,100.0,False,"repd_ref    C2228
repd_ref     2018
repd_ref      NaN
Name: 1612, dtype: object",Planning Permission Expired,West Lindsey,Lunar Energy Power,Lincolnshire,East Midlands,,,,,,100.0,AMBER,planning:Planning Permission Expired|spv:active|charges:1registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,06/11/2022,11/10/2021,27/05/2021,Gate 2
275,G2-0275,Indian Queens S.G.P.,South West,Wind,9.9,9.9,1.0,387,0.42105263157894735,,,31/10/2028,31/01/2027,01/12/2021,,,Clean earth energy,PL26 7XR,50.39049,-4.94107,Land At Imerys,data not available,data not available,2027-01-05 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,07225190,active,2010-04-15,2026-04-01,False,0,CLEAN EARTH ENERGY LIMITED,81.8,False,"repd_ref    11001W4
repd_ref       2648
repd_ref        NaN
Name: 2124, dtype: object",Planning Permission Refused,Cornwall,Worthyvale Manor Partnership,Cornwall,South West,,1996-06-28 00:00:00,,,,100.0,RED,planning:refused(1996-06-28)|spv:active|queue_pct:42%,HIGH,Planning refused but SPV still active and queue position is front-half at Indian Queens S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/12/2021,28/10/2021,07/06/2021,Gate 2
276,G2-0276,Cellarhead 132kV,West Midlands,BESS,13.7,13.7,1.0,388,0.5,,,31/10/2028,10/06/2027,18/03/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE, market drayton battery storage limited,TF9 2AL,52.88198,-2.46616,Hollins Lane,data not available,data not available,2026-08-19 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,15041602,active,2023-08-01,2025-07-25,False,0,MARKET DRAYTON BATTERY STORAGE LIMITED,100.0,False,"repd_ref     NaN
repd_ref    7984
repd_ref     NaN
Name: 6044, dtype: object",Planning Permission Expired,Dudley,Volta Energy Storage,West Midlands,West Midlands,B62 8DL,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|queue_pct:50%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 14 MW at Cellarhead 132kV.",2026-05-07T19:15:52,23/03/2022,23/09/2021,09/06/2021,Gate 2
277,G2-0277,Alverdiscott S.G.P.,South West,BESS,50.4,49.9,1.0,393,0.5333333333333333,,,31/10/2028,30/10/2027,01/11/2021,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE,,,51.00529,-3.99455,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref     132
repd_ref    6952
repd_ref     NaN
Name: 5345, dtype: object",Abandoned,Wiltshire,Statera Energy / Minety North Storage,Wiltshire,South West,SN16 9RP,,,,,100.0,RED,planning:Abandoned|no_ecr_match|no_ch_record,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,06/11/2021,28/10/2021,16/06/2021,Gate 2
278,G2-0278,DRAKELOW 132kV,East Midlands,BESS,31.3,25,1.0,396,0.6923076923076923,,,30/10/2029,06/03/2027,01/02/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),, aludra bess ltd,DE15 9TU,52.76644,-1.62985,Royle Farm,data not available,data not available,2027-05-05 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13042704,active,2020-11-25,2025-11-24,False,0,ALUDRA BESS LTD,100.0,False,"repd_ref      NaN
repd_ref    13982
repd_ref      NaN
Name: 9545, dtype: object",Planning Application Submitted,High Peak,Novus Renewable Services Limited,Derbyshire,East Midlands,SK23 7QE,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at DRAKELOW 132kV. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/02/2022,14/08/2024,18/06/2021,Gate 2
279,G2-0279,BERKSWELL 132kV S STN,East Midlands,BESS,55.0,49.9,1.0,399,0.5,,,31/10/2026,,01/02/2022,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Ion ventures ltd,CV8 1NN,52.32964,-1.60798,Land Lying To The South West,data not available,data not available,2027-02-15 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11525716,active,2018-08-20,2026-01-24,False,0,ION VENTURES LTD,100.0,False,"repd_ref     NaN
repd_ref    6920
repd_ref     NaN
Name: 5325, dtype: object",Operational,Bassetlaw,EDF Energy Renewables,Nottinghamshire,East Midlands,DN22 9BL,,,2018-06-25 00:00:00,2018-01-25 00:00:00,100.0,GREEN,planning:operational(2018-06-25)|spv:active|queue_pct:50%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 55 MW at BERKSWELL 132kV S STN.",2026-05-07T19:15:52,06/02/2022,31/08/2021,23/06/2021,Gate 2
280,G2-0280,RATCLIFFE ON SOAR 132kV S STN,East Midlands,Solar,49.9,49.9,1.0,399,0.5535714285714286,,,30/10/2028,30/10/2027,01/05/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),, boultbee brooks (renewables costock)ltd,LE12 6YP,52.83234,-1.14952,Wysall Road,Nottinghamshire,data not available,2027-06-03 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13497118,active,2021-07-06,2025-12-14,True,3,BOULTBEE BROOKS (CASTLE PARK) LIMITED,68.4,False,"repd_ref    C3242
repd_ref     2199
repd_ref      NaN
Name: 1782, dtype: object",Planning Permission Expired,North Kesteven,Hazel Capital LLP,Lincolnshire,East Midlands,LN4 3PQ,,,,,100.0,AMBER,planning:Planning Permission Expired|spv:active|charges:3registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,06/05/2022,15/10/2021,23/06/2021,Gate 2
281,G2-0281,RATCLIFFE ON SOAR 132kV S STN,East Midlands,BESS,49.9,49.9,1.0,399,0.5535714285714286,,,30/10/2028,30/10/2027,01/05/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),, european energy development ltd,LE12 6XQ,52.83308,-1.13017,Wysall Road,data not available,data not available,2028-12-01 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,14673932,dissolved,2023-02-18,2024-02-17,False,0,EUROPEAN ENERGY UK DEVELOPMENT SERVICES LIMITED,79.5,True,"repd_ref     NaN
repd_ref    6920
repd_ref     NaN
Name: 5325, dtype: object",Operational,Bassetlaw,EDF Energy Renewables,Nottinghamshire,East Midlands,DN22 9BL,,,2018-06-25 00:00:00,2018-01-25 00:00:00,100.0,RED,planning:operational(2018-06-25)|spv:dissolved|spv:dormant>18mo|dormant+backqueue,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,06/05/2022,15/10/2021,23/06/2021,Gate 2
282,G2-0282,Pembroke Power Station,South Wales,Solar,5.73,5.73,1.0,406,0.5,,,31/10/2025,,01/10/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),TRUE,,,51.68451,-4.96098,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref     NaN
repd_ref    5382
repd_ref     NaN
Name: 4338, dtype: object",Abandoned,Swansea,Kronos Solar,West Glamorgan,Wales,SA5 7LU,2015-11-19 00:00:00,,,,100.0,RED,planning:refused(2015-11-19)|queue_pct:50%|no_ecr_match|no_ch_record,HIGH,RED tier with front-half queue position at Pembroke Power Station (6 MW). Distressed project may exit at a significant discount. Suits Path A (connection inheritance) or Path C (demand co-location with data centre).,2026-05-07T19:15:52,06/10/2021,12/10/2021,25/06/2021,Gate 2
283,G2-0283,Alverdiscott S.G.P.,South West,Wind,99.9,99.9,1.0,411,0.6,,,31/10/2028,,11/04/2022,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE, offshore wind ltd,DATA NOT AVAILABLE,51.02198,-3.99556,data not available,data not available,data not available,2028-10-31 00:00:00,data not applicable,100.0,gsp+mw+tech,gsp,12125532,active,2019-07-26,2026-01-29,False,0,OFFSHORE WIND LIMITED,89.5,False,,,,,,,,,,,,0.0,AMBER,spv:active|no_repd_match,LOW,"AMBER, pre-FID, back-of-queue at Alverdiscott S.G.P.. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,16/04/2022,09/11/2021,02/07/2021,Gate 2
284,G2-0284,Indian Queens S.G.P.,South West,BESS,10.0,10,1.0,411,0.47368421052631576,,,31/10/2028,31/03/2028,01/12/2021,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Aldustria ltd,PL25 5RX,54.744,-5.07984,data not available,data not available,data not available,2027-01-27 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13042739,active,2020-11-25,2026-03-23,False,0,ALDUSTRIA LTD,100.0,False,"repd_ref     NaN
repd_ref    6964
repd_ref     NaN
Name: 5354, dtype: object",Abandoned,Forest of Dean,Green Hedge Energy UK,Gloucestershire,South West,GL15 5EL,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:47%,HIGH,Planning refused but SPV still active and queue position is front-half at Indian Queens S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/12/2021,12/10/2021,02/07/2021,Gate 2
285,G2-0285,PENN 132kV S STN,West Midlands,BESS,29.0,29,1.0,413,0.375,,,23/01/2026,,16/12/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,52.56407,-2.10795,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref     NaN
repd_ref    9109
repd_ref     NaN
Name: 6543, dtype: object",Revised,Coventry,Power Initiatives Limited,West Midlands,West Midlands,CV4 9GR,,,,,100.0,AMBER,queue_pct:38%|no_ecr_match|no_ch_record,MEDIUM,"Consented or progressing, active SPV, good queue position at PENN 132kV S STN, but no registered charges — pre-FID. Developer may be seeking capital or a co-development partner. Path B (co-location partnership) is the natural fit: nuclear provides capital and offtake anchor, developer provides planning and connection. 29 MW.",2026-05-07T19:15:52,21/12/2021,08/12/2021,08/07/2021,Gate 2
286,G2-0286,Taunton S.G.P.,South West,BESS,21.1,21.1,1.0,416,0.6666666666666666,,,31/10/2028,,01/12/2021,Protection Clause 2a: Projects which are significantly progressed (CMP435),, stor 107 limited,TA4 1AH,51.01525,-3.15963,Hele,Somerset,data not available,2027-05-21 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,10132424,active,2016-04-19,2026-03-30,True,1,STOR 107 LTD,85.7,False,"repd_ref     NaN
repd_ref    6907
repd_ref     NaN
Name: 5313, dtype: object",Abandoned,"Bristol, City of",Anesco ,Avon,South West,BS11 0YU,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered,MEDIUM,"Planning refused, SPV still active, but back-of-queue at Taunton S.G.P.. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 21 MW.",2026-05-07T19:15:52,06/12/2021,24/11/2021,14/07/2021,Gate 2
287,G2-0287,WALPOLE 132kV S STN,East Midlands,Solar,20.0,20,1.0,417,0.6153846153846154,,,31/10/2030,,16/11/2022,,TRUE,Limes farm solar park limited,PE10 0AU,52.77402,-0.30248,Spalding Road,data not available,data not available,2027-04-02 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,15190320,active,2023-10-05,2025-10-04,True,1,LIMES FARM SOLAR PARK LIMITED,100.0,False,"repd_ref    C3390
repd_ref     2276
repd_ref      NaN
Name: 1859, dtype: object",Abandoned,South Holland,BE Renewables/Little Eau Solar,Lincolnshire,East Midlands,PE12 0LQ,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered,MEDIUM,"Planning refused, SPV still active, but back-of-queue at WALPOLE 132kV S STN. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 20 MW.",2026-05-07T19:15:52,29/11/2022,04/01/2022,15/07/2021,Gate 2
288,G2-0288,Indian Queens S.G.P.,South West,BESS,5.0,5,1.0,425,0.5263157894736842,,,31/10/2028,01/10/2026,01/12/2021,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Aldustria ltd,TR9 6TT,50.40846,-4.97135,data not available,data not available,data not available,2026-09-09 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,13042739,active,2020-11-25,2026-03-23,False,0,ALDUSTRIA LTD,100.0,False,"repd_ref     NaN
repd_ref    6950
repd_ref     NaN
Name: 5343, dtype: object",Planning Application Withdrawn,Forest of Dean,Camborne Energy Storage,Gloucestershire,South West,GL16 7ED,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at Indian Queens S.G.P.. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/12/2021,22/11/2021,27/07/2021,Gate 2
289,G2-0289,Swansea North Grid,South Wales,Gas peaker,20.0,20,1.0,428,0.8235294117647058,,,30/09/2026,,01/12/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Anesco limited,SA18 3QW,51.78446,-4.01442,Llandybie,Carmarthenshire,data not available,2027-01-13 00:00:00,data not applicable,70.0,gsp+tech (no mw),ecr,07443091,active,2010-11-17,2025-06-22,True,15,ANESCO LIMITED,100.0,False,,,,,,,,,,,,0.0,AMBER,spv:active|charges:15registered|no_repd_match,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,06/12/2021,17/11/2021,28/07/2021,Gate 2
290,G2-0290,Taunton S.G.P.,South West,BESS,15.4,15.4,1.0,431,0.8333333333333334,,,30/06/2026,,01/12/2021,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Conrad energy (developments) limited,TA23 0NA,51.16961,-3.33958,Smithyard Lane,data not available,data not available,2027-03-11 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,11105940,active,2017-12-11,2025-12-10,False,0,CONRAD ENERGY (DEVELOPMENTS) LIMITED,100.0,False,"repd_ref     NaN
repd_ref    6961
repd_ref     NaN
Name: 5352, dtype: object",Operational,"Bristol, City of",Aura Power,Avon,South West,BS7 9ST,,,2017-12-01 00:00:00,2017-06-01 00:00:00,100.0,AMBER,planning:operational(2017-12-01)|spv:active,LOW,"AMBER, pre-FID, back-of-queue at Taunton S.G.P.. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/12/2021,29/07/2024,05/08/2021,Gate 2
291,G2-0291,Bushbury D 132kV,West Midlands,Solar,47.3,39.6,1.0,435,0.5714285714285714,,,17/12/2025,,28/03/2022,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, dabih solar ltd,ST19 5RA,52.72763,-2.13253,Preston Hill Farm,Stafford,data not available,2026-10-05 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13033257,active,2020-11-20,2025-08-27,True,3,DABIH SOLAR LTD,100.0,False,"repd_ref    C3224
repd_ref     1980
repd_ref      NaN
Name: 1575, dtype: object",Planning Permission Expired,Wychavon,Solar Planning,Hereford and Worcester,West Midlands,WR8 9ES,,,,,100.0,AMBER,planning:Planning Permission Expired|spv:active|charges:3registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,02/04/2022,14/12/2021,11/08/2021,Gate 2
292,G2-0292,BICKER FEN 132kV S STN,East Midlands,Solar,24.8,24.8,1.0,444,0.45454545454545453,,,01/10/2026,,01/04/2022,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Green switch capital ltd,NG34 OJA,52.94957,-0.20445,Stow Lane,data not available,data not available,2027-05-21 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,14661248,active,2023-02-14,2025-02-13,False,0,GREEN SWITCH ELECTRICAL LTD,82.4,False,"repd_ref    C3314
repd_ref     2209
repd_ref      NaN
Name: 1792, dtype: object",Abandoned,North Kesteven,Estover Energy,Lincolnshire,East Midlands,,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:45%,HIGH,Planning refused but SPV still active and queue position is front-half at BICKER FEN 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/04/2022,21/12/2021,31/08/2021,Gate 2
